data,ticker,preco_fechamento_ajustado,volume_negociado,m_6,dy
2024-03-31,CEBR3,20.64,210205.0,1511864137.0,0.1250780013311321
2024-04-30,CEBR3,26.96,332305.0,1862873253.0,0.12235673845559566
2024-05-31,CEBR3,23.1,66210.0,1571073572.0,0.08216068714285714
2024-06-30,CEBR3,21.0,105428.0,1464179611.0,0.09037675585714286
2012-12-31,CEBR5,1.1,0.0,146935328.0,0.0
2013-01-31,CEBR5,1.34,0.0,149223544.0,0.0
2013-02-28,CEBR5,1.34,0.0,146843187.0,0.0
2013-03-31,CEBR5,1.37,14431.0,162998731.0,0.0
2013-04-30,CEBR5,1.31,32050.0,190533935.0,0.167248
2013-05-31,CEBR5,1.46,0.0,178509597.0,0.18036549019607842
2013-06-30,CEBR5,1.44,0.0,172382252.0,0.18258515283842794
2013-07-31,CEBR5,1.26,17600.0,158376229.0,0.20906
2013-08-31,CEBR5,1.03,0.0,141437491.0,0.2555177777777778
2013-09-30,CEBR5,1.03,1800.0,142358896.0,0.2555177777777778
2013-10-31,CEBR5,1.54,0.0,146798035.0,0.17104202305689847
2013-11-30,CEBR5,1.54,0.0,146707118.0,0.1704082993701371
2013-12-31,CEBR5,1.43,20157.0,151956680.0,0.18382573940847322
2014-01-31,CEBR5,1.38,4820.0,151910916.0,0.19084315352697095
2014-02-28,CEBR5,1.2,17000.0,154306570.0,0.2190152380952381
2014-03-31,CEBR5,1.26,0.0,156210568.0,0.20906
2014-04-30,CEBR5,1.26,0.0,155661143.0,0.20906
2014-05-31,CEBR5,1.43,14998.0,160268169.0,0.0
2014-06-30,CEBR5,1.43,0.0,166812720.0,0.0
2014-07-31,CEBR5,1.31,0.0,161744991.0,0.0
2014-08-31,CEBR5,1.23,0.0,161699227.0,0.0
2014-09-30,CEBR5,1.23,0.0,150688435.0,0.0
2014-10-31,CEBR5,1.23,0.0,150688435.0,0.0
2014-11-30,CEBR5,1.31,0.0,153084088.0,0.0
2014-12-31,CEBR5,1.2,0.0,152945878.0,0.0
2015-01-31,CEBR5,1.2,0.0,152900113.0,0.0
2015-02-28,CEBR5,1.2,0.0,152807973.0,0.0
2015-03-31,CEBR5,1.2,0.0,152900113.0,0.0
2015-04-30,CEBR5,1.26,0.0,138378012.0,0.0
2015-05-31,CEBR5,1.26,0.0,142143842.0,0.0
2015-06-30,CEBR5,1.26,0.0,142143842.0,0.0
2015-07-31,CEBR5,1.26,0.0,142143842.0,0.0
2015-08-31,CEBR5,1.26,0.0,141867420.0,0.0
2015-09-30,CEBR5,1.23,53750.0,140070680.0,0.0
2015-10-31,CEBR5,1.22,0.0,177882997.0,0.0
2015-11-30,CEBR5,1.29,0.0,219885861.0,0.0
2015-12-31,CEBR5,1.29,0.0,221983200.0,0.0
2016-01-31,CEBR5,1.29,0.0,236308659.0,0.0
2016-02-29,CEBR5,1.29,0.0,236236817.0,0.0
2016-03-31,CEBR5,1.61,0.0,236959556.0,0.0
2016-04-30,CEBR5,1.61,0.0,257282027.0,0.0
2016-05-31,CEBR5,1.61,0.0,289707058.0,0.0
2016-06-30,CEBR5,1.61,0.0,317946366.0,0.0
2016-07-31,CEBR5,1.61,0.0,318597263.0,0.0
2016-08-31,CEBR5,1.61,0.0,348982225.0,0.0
2016-09-30,CEBR5,1.66,0.0,348186684.0,0.0
2016-10-31,CEBR5,1.65,0.0,429358473.0,0.0
2016-11-30,CEBR5,1.48,0.0,421403048.0,0.0
2016-12-31,CEBR5,1.71,0.0,373963459.0,0.0
2017-01-31,CEBR5,1.51,0.0,381937897.0,0.0
2017-02-28,CEBR5,1.51,0.0,328128884.0,0.0
2017-03-31,CEBR5,1.55,0.0,419339045.0,0.0
2017-04-30,CEBR5,1.55,0.0,419339045.0,0.0
2017-05-31,CEBR5,1.55,0.0,399223347.0,0.0
2017-06-30,CEBR5,1.55,0.0,399223347.0,0.0
2017-07-31,CEBR5,1.55,0.0,410698884.0,0.0
2017-08-31,CEBR5,1.46,2550.0,381962136.0,0.0
2017-09-30,CEBR5,1.9,0.0,382010145.0,0.0
2017-10-31,CEBR5,1.77,0.0,381938303.0,0.0
2017-11-30,CEBR5,1.57,0.0,349633603.0,0.0
2017-12-31,CEBR5,1.66,0.0,360409575.0,0.0
2018-01-31,CEBR5,1.79,3136.0,382771778.0,0.0
2018-02-28,CEBR5,1.78,0.0,369030589.0,0.0
2018-03-31,CEBR5,2.0,0.0,371041198.0,0.0
2018-04-30,CEBR5,2.02,0.0,360409575.0,0.0
2018-05-31,CEBR5,2.02,0.0,381816422.0,0.0
2018-06-30,CEBR5,2.25,0.0,389338395.0,0.11217899113142858
2018-07-31,CEBR5,2.12,0.0,410239467.0,0.11901378264928766
2018-08-31,CEBR5,2.12,3299.0,431358549.0,0.11901378264928766
2018-09-30,CEBR5,2.12,0.0,431430391.0,0.11901378264928766
2018-10-31,CEBR5,1.8,0.0,423908898.0,0.14012365059243398
2018-11-30,CEBR5,2.12,0.0,423908898.0,0.11897771786666667
2018-12-31,CEBR5,2.28,0.0,423908898.0,0.11059900534084507
2019-01-31,CEBR5,2.07,0.0,418123134.0,0.12193368601242234
2019-02-28,CEBR5,2.12,0.0,403803368.0,0.11897771786666667
2019-03-31,CEBR5,2.17,6757.0,511420831.0,0.11633376858074075
2019-04-30,CEBR5,2.18,10200.0,357438889.0,0.11547837322352941
2019-05-31,CEBR5,3.11,8558.0,417978573.0,0.08923409090909092
2019-06-30,CEBR5,2.83,48120.0,508883912.0,0.09791271820448877
2019-07-31,CEBR5,2.97,0.0,540614081.0,0.09348333333333333
2019-08-31,CEBR5,3.26,0.0,676085138.0,0.0849848484848485
2019-09-30,CEBR5,3.51,0.0,619856359.0,0.079
2019-10-31,CEBR5,3.38,9560.0,650651790.0,0.08214016736401673
2019-11-30,CEBR5,3.78,0.0,726557169.0,0.07337507008035882
2019-12-31,CEBR5,4.6,13040.0,777887375.0,0.060219325153374234
2020-01-31,CEBR5,5.79,8200.0,1040029369.0,0.04788170731707317
2020-02-29,CEBR5,5.79,0.0,1024161742.0,0.04788170731707317
2020-03-31,CEBR5,5.79,0.0,796110130.0,0.04788170731707317
2020-04-30,CEBR5,4.8,0.0,825757368.0,0.05773970588235294
2020-05-31,CEBR5,5.08,0.0,949421598.0,0.0
2020-06-30,CEBR5,5.45,0.0,894031586.0,0.0
2020-07-31,CEBR5,6.83,0.0,1030562898.0,0.04237738467350243
2020-08-31,CEBR5,7.01,0.0,1011468999.0,0.04133345288977787
2020-09-30,CEBR5,8.11,44490.0,1423917990.0,0.03569331536363637
2020-10-31,CEBR5,8.18,0.0,1478111219.0,0.03540364914337241
2020-11-30,CEBR5,9.59,77485.0,1865715491.0,0.03020203607692308
2020-12-31,CEBR5,11.43,46500.0,1953924180.0,0.025330739935483872
2021-01-31,CEBR5,11.54,0.0,1974614215.0,0.025089556457281618
2021-02-28,CEBR5,11.21,15200.0,2110291905.0,0.02583068875
2021-03-31,CEBR5,14.31,19400.0,2753817315.0,0.020238477783505154
2021-04-30,CEBR5,17.63,0.0,3085055120.0,0.016427885732217574
2021-05-31,CEBR5,17.08,348999.0,2820306982.0,0.20830848401530613
2021-06-30,CEBR5,16.18,56121.0,2710160930.0,0.21985064276021757
2021-07-31,CEBR5,15.86,0.0,2537331435.0,0.20275933064285717
2021-08-31,CEBR5,14.81,0.0,2472290097.0,0.2170845236602153
2021-09-30,CEBR5,15.34,0.0,2522867025.0,0.20967158055113638
2021-10-31,CEBR5,13.48,2099.0,1431874823.0,0.9034591943496905
2021-11-30,CEBR5,10.57,44717.0,1200175892.0,1.1528029476838908
2021-12-31,CEBR5,10.14,0.0,1130181992.0,1.2009885047118432
2022-01-31,CEBR5,9.74,10525.0,1105216477.0,1.2508976576121373
2022-02-28,CEBR5,9.22,22960.0,1053035132.0,1.3215058180766552
2022-03-31,CEBR5,11.88,89715.0,1305068285.0,1.0250599183459461
2022-04-30,CEBR5,9.61,21459.0,914524992.0,1.8896222468849708
2022-05-31,CEBR5,11.02,21776.0,1018718179.0,1.1080557747252748
2022-06-30,CEBR5,10.05,27301.0,1026987188.0,1.2148563313253014
2022-07-31,CEBR5,9.19,34507.0,957639665.0,1.3279158318700615
2022-08-31,CEBR5,8.73,469480.0,879918469.0,1.3978707324399262
2022-09-30,CEBR5,8.12,14114.0,861143552.0,1.5034752808151093
2022-10-31,CEBR5,8.43,185390.0,832686804.0,0.3389275091866029
2022-11-30,CEBR5,8.11,44380.0,735654776.0,0.3524171612935323
2022-12-31,CEBR5,9.04,0.0,731621832.0,0.316231470625
2023-01-31,CEBR5,8.86,21895.0,801194087.0,0.3225676203096539
2023-02-28,CEBR5,9.04,0.0,803337334.0,0.316231470625
2023-03-31,CEBR5,10.49,47926.0,956196619.0,0.2724455746923077
2023-04-30,CEBR5,11.21,20375.0,1000880203.0,0.0
2023-05-31,CEBR5,11.38,40034.0,908603345.0,0.11836268112857144
2023-06-30,CEBR5,12.64,30017.0,989064730.0,0.10660255769978556
2023-07-31,CEBR5,12.32,23160.0,1009254871.0,0.10933796057331378
2023-08-31,CEBR5,12.29,0.0,1017559900.0,0.10965954281029412
2023-09-30,CEBR5,12.55,13844.0,1038506879.0,0.10737003471706263
2023-10-31,CEBR5,14.27,79061.0,1209010625.0,0.09439049254556962
2023-11-30,CEBR5,14.42,62554.0,1150281875.0,0.17796333075302012
2023-12-31,CEBR5,15.39,718053.0,1270485776.0,0.16677066844150942
2024-01-31,CEBR5,16.99,94587.0,1466807930.0,0.1510913748273504
2024-02-29,CEBR5,18.2,259169.0,1450259314.0,0.14104540575638297
2024-03-31,CEBR5,18.15,191062.0,1511864137.0,0.1414215268384
2024-04-30,CEBR5,22.34,161919.0,1862873253.0,0.14684929182062392
2024-05-31,CEBR5,19.95,7953.0,1571073572.0,0.09513342721804512
2024-06-30,CEBR5,18.25,12782.0,1464179611.0,0.10399517112328767
2012-12-31,CEBR6,0.86,0.0,146935328.0,0.0
2013-01-31,CEBR6,0.86,0.0,149223544.0,0.0
2013-02-28,CEBR6,0.86,1598.0,146843187.0,0.0
2013-03-31,CEBR6,0.94,1064000.0,162998731.0,0.0
2013-04-30,CEBR6,1.15,62350.0,190533935.0,0.1753144186046512
2013-05-31,CEBR6,1.23,0.0,178509597.0,0.19953732133403917
2013-06-30,CEBR6,1.14,10730.0,172382252.0,0.21465034168564923
2013-07-31,CEBR6,1.14,0.0,158376229.0,0.21550943396226419
2013-08-31,CEBR6,1.03,0.0,141437491.0,0.2385607594936709
2013-09-30,CEBR6,1.04,0.0,142358896.0,0.23557875
2013-10-31,CEBR6,1.04,9600.0,146798035.0,0.23557875
2013-11-30,CEBR6,1.04,0.0,146707118.0,0.23528464419475656
2013-12-31,CEBR6,1.11,0.0,151956680.0,0.22068266978922718
2014-01-31,CEBR6,1.11,0.0,151910916.0,0.22068266978922718
2014-02-28,CEBR6,1.14,0.0,154306570.0,0.2141625
2014-03-31,CEBR6,1.3,0.0,156210568.0,0.18846300000000002
2014-04-30,CEBR6,1.11,15561.0,155661143.0,0.0
2014-05-31,CEBR6,1.17,0.0,160268169.0,0.0
2014-06-30,CEBR6,1.37,0.0,166812720.0,0.0
2014-07-31,CEBR6,1.29,0.0,161744991.0,0.0
2014-08-31,CEBR6,1.29,0.0,161699227.0,0.0
2014-09-30,CEBR6,1.14,0.0,150688435.0,0.0
2014-10-31,CEBR6,1.14,0.0,150688435.0,0.0
2014-11-30,CEBR6,1.17,111734.0,153084088.0,0.0
2014-12-31,CEBR6,1.17,0.0,152945878.0,0.0
2015-01-31,CEBR6,1.17,0.0,152900113.0,0.0
2015-02-28,CEBR6,1.17,0.0,152807973.0,0.0
2015-03-31,CEBR6,1.17,0.0,152900113.0,0.0
2015-04-30,CEBR6,1.04,0.0,138378012.0,0.0
2015-05-31,CEBR6,1.07,0.0,142143842.0,0.0
2015-06-30,CEBR6,1.07,0.0,142143842.0,0.0
2015-07-31,CEBR6,1.07,0.0,142143842.0,0.0
2015-08-31,CEBR6,1.07,0.0,141867420.0,0.0
2015-09-30,CEBR6,1.04,0.0,140070680.0,0.0
2015-10-31,CEBR6,1.04,0.0,177882997.0,0.0
2015-11-30,CEBR6,1.04,0.0,219885861.0,0.0
2015-12-31,CEBR6,1.06,0.0,221983200.0,0.0
2016-01-31,CEBR6,0.9,0.0,236308659.0,0.0
2016-02-29,CEBR6,0.9,0.0,236236817.0,0.0
2016-03-31,CEBR6,0.91,0.0,236959556.0,0.0
2016-04-30,CEBR6,1.09,0.0,257282027.0,0.0
2016-05-31,CEBR6,1.32,0.0,289707058.0,0.0
2016-06-30,CEBR6,1.42,0.0,317946366.0,0.0
2016-07-31,CEBR6,1.43,0.0,318597263.0,0.0
2016-08-31,CEBR6,1.52,0.0,348982225.0,0.0
2016-09-30,CEBR6,1.51,0.0,348186684.0,0.0
2016-10-31,CEBR6,1.6,0.0,429358473.0,0.0
2016-11-30,CEBR6,1.53,28208.0,421403048.0,0.0
2016-12-31,CEBR6,1.5,0.0,373963459.0,0.0
2017-01-31,CEBR6,1.5,0.0,381937897.0,0.0
2017-02-28,CEBR6,1.5,0.0,328128884.0,0.0
2017-03-31,CEBR6,1.65,0.0,419339045.0,0.0
2017-04-30,CEBR6,1.65,0.0,419339045.0,0.0
2017-05-31,CEBR6,1.65,157480.0,399223347.0,0.0
2017-06-30,CEBR6,1.65,0.0,399223347.0,0.0
2017-07-31,CEBR6,1.63,0.0,410698884.0,0.0
2017-08-31,CEBR6,1.63,0.0,381962136.0,0.0
2017-09-30,CEBR6,1.69,0.0,382010145.0,0.0
2017-10-31,CEBR6,1.69,0.0,381938303.0,0.0
2017-11-30,CEBR6,1.53,2351.0,349633603.0,0.0
2017-12-31,CEBR6,1.63,20000.0,360409575.0,0.0
2018-01-31,CEBR6,1.75,0.0,382771778.0,0.0
2018-02-28,CEBR6,1.63,55000.0,369030589.0,0.0
2018-03-31,CEBR6,1.62,0.0,371041198.0,0.0
2018-04-30,CEBR6,1.63,0.0,360409575.0,0.0
2018-05-31,CEBR6,1.83,0.0,381816422.0,0.007236789076923078
2018-06-30,CEBR6,1.9,0.0,389338395.0,0.006974767403448275
2018-07-31,CEBR6,2.09,0.0,410239467.0,0.006342685942301662
2018-08-31,CEBR6,2.09,547648.0,431358549.0,0.006352646190326633
2018-09-30,CEBR6,2.09,0.0,431430391.0,0.006352646190326633
2018-10-31,CEBR6,2.02,0.0,423908898.0,0.006567151126623377
2018-11-30,CEBR6,2.02,0.0,423908898.0,0.006567151126623377
2018-12-31,CEBR6,2.02,0.0,423908898.0,0.006567151126623377
2019-01-31,CEBR6,1.97,0.0,418123134.0,0.006742275156666667
2019-02-28,CEBR6,1.84,0.0,403803368.0,0.0072187100178443975
2019-03-31,CEBR6,2.03,0.0,511420831.0,0.006528994664299547
2019-04-30,CEBR6,1.51,22698.0,357438889.0,0.008801925791993037
2019-05-31,CEBR6,1.77,39638.0,417978573.0,0.001971100407558355
2019-06-30,CEBR6,2.3,0.0,508883912.0,0.00152
2019-07-31,CEBR6,2.56,25297.0,540614081.0,0.001364452423698384
2019-08-31,CEBR6,3.02,0.0,676085138.0,0.0011565217391304346
2019-09-30,CEBR6,2.96,0.0,619856359.0,0.0011824849966659257
2019-10-31,CEBR6,2.82,0.0,650651790.0,0.001237785016286645
2019-11-30,CEBR6,3.17,0.0,726557169.0,0.0011012212792382528
2019-12-31,CEBR6,3.52,0.0,777887375.0,0.0009938352325798616
2020-01-31,CEBR6,4.68,14260.0,1040029369.0,0.0007461430575035063
2020-02-29,CEBR6,4.6,0.0,1024161742.0,0.00076
2020-03-31,CEBR6,3.68,22800.0,796110130.0,0.0009499999999999999
2020-04-30,CEBR6,3.94,0.0,825757368.0,0.0008866666666666667
2020-05-31,CEBR6,4.47,0.0,949421598.0,0.0
2020-06-30,CEBR6,4.47,0.0,894031586.0,0.0
2020-07-31,CEBR6,5.24,0.0,1030562898.0,0.02363723624887286
2020-08-31,CEBR6,4.86,20956.0,1011468999.0,0.025492618088357878
2020-09-30,CEBR6,7.09,279239.0,1423917990.0,0.017475796666666668
2020-10-31,CEBR6,7.63,154598.0,1478111219.0,0.016240009292857776
2020-11-30,CEBR6,9.17,1109556.0,1865715491.0,0.013512213917525773
2020-12-31,CEBR6,9.86,687118.0,1953924180.0,0.01256820993150685
2021-01-31,CEBR6,9.66,300206.0,1974614215.0,0.012831878671328671
2021-02-28,CEBR6,10.72,0.0,2110291905.0,0.01155515522670025
2021-03-31,CEBR6,13.3,98035.0,2753817315.0,0.009314510913705583
2021-04-30,CEBR6,15.39,259238.0,3085055120.0,0.00805159565598947
2021-05-31,CEBR6,16.24,350270.0,2820306982.0,0.21455057721719345
2021-06-30,CEBR6,15.85,19300.0,2710160930.0,0.21983096707098448
2021-07-31,CEBR6,14.54,17700.0,2537331435.0,0.22933569488531078
2021-08-31,CEBR6,13.88,0.0,2472290097.0,0.24017761076090174
2021-09-30,CEBR6,14.38,349315.0,2522867025.0,0.2319566742554286
2021-10-31,CEBR6,12.29,130350.0,1431874823.0,1.0572716339756716
2021-11-30,CEBR6,10.4,36513.0,1200175892.0,1.2490999603796409
2021-12-31,CEBR6,9.6,61025.0,1130181992.0,1.3527865978171207
2022-01-31,CEBR6,9.14,422523.0,1105216477.0,1.421947466826176
2022-02-28,CEBR6,8.89,288045.0,1053035132.0,1.4618058401079188
2022-03-31,CEBR6,11.34,728787.0,1305068285.0,1.1455227533410215
2022-04-30,CEBR6,9.5,1201855.0,914524992.0,2.0838334222508417
2022-05-31,CEBR6,10.77,147605.0,1018718179.0,1.2351490317297695
2022-06-30,CEBR6,10.79,109937.0,1026987188.0,1.2324042561037034
2022-07-31,CEBR6,9.53,82264.0,957639665.0,1.3957598538087246
2022-08-31,CEBR6,9.09,681012.0,879918469.0,1.4632768212313103
2022-09-30,CEBR6,8.77,89281.0,861143552.0,1.516632402680036
2022-10-31,CEBR6,8.5,490060.0,832686804.0,0.3661627554511278
2022-11-30,CEBR6,8.35,110252.0,735654776.0,0.3728202600956938
2022-12-31,CEBR6,8.08,302512.0,731621832.0,0.385358231256182
2023-01-31,CEBR6,8.9,94414.0,801194087.0,0.3500423825696316
2023-02-28,CEBR6,8.86,47600.0,803337334.0,0.3516219962093863
2023-03-31,CEBR6,10.7,446553.0,956196619.0,0.2909612933532487
2023-04-30,CEBR6,11.17,309554.0,1000880203.0,0.0
2023-05-31,CEBR6,11.41,67505.0,908603345.0,0.12968432888853756
2023-06-30,CEBR6,12.75,197979.0,989064730.0,0.11601886566053748
2023-07-31,CEBR6,13.03,30443.0,1009254871.0,0.11352987961522493
2023-08-31,CEBR6,13.2,66756.0,1017559900.0,0.11213306633219412
2023-09-30,CEBR6,13.62,171432.0,1038506879.0,0.10864283181721855
2023-10-31,CEBR6,15.86,132256.0,1209010625.0,0.09326360207163162
2023-11-30,CEBR6,16.28,214699.0,1150281875.0,0.1731049845958457
2023-12-31,CEBR6,17.2,149013.0,1270485776.0,0.16386623541797754
2024-01-31,CEBR6,20.87,143027.0,1466807930.0,0.13503791622407407
2024-02-29,CEBR6,19.32,571082.0,1450259314.0,0.14584094952200002
2024-03-31,CEBR6,20.05,190851.0,1511864137.0,0.1405695899007229
2024-04-30,CEBR6,23.19,310108.0,1862873253.0,0.15534207581
2024-05-31,CEBR6,20.5,20487.0,1571073572.0,0.10183917360975608
2024-06-30,CEBR6,19.63,21625.0,1464179611.0,0.10635267748344371
2012-12-31,CEDO3,10.13,0.0,98366252.0,0.04363636363636363
2013-01-31,CEDO3,9.21,0.0,95707104.0,0.048
2013-02-28,CEDO3,9.21,0.0,97772721.0,0.08041237113402062
2013-03-31,CEDO3,9.21,0.0,96141421.0,0.0618556701030928
2013-04-30,CEDO3,9.12,3852.0,93853552.0,0.06250000000000001
2013-05-31,CEDO3,9.78,1030.0,99565683.0,0.05825242718446602
2013-06-30,CEDO3,9.51,0.0,96837399.0,0.05994005994005995
2013-07-31,CEDO3,9.51,0.0,97481333.0,0.05994005994005995
2013-08-31,CEDO3,9.21,0.0,95454557.0,0.0618556701030928
2013-09-30,CEDO3,9.64,7105.0,97636394.0,0.05911330049261084
2013-10-31,CEDO3,11.86,0.0,113094536.0,0.08006405124099279
2013-11-30,CEDO3,11.77,0.0,116737399.0,0.08333333333333333
2013-12-31,CEDO3,11.77,0.0,116780328.0,0.08333333333333333
2014-01-31,CEDO3,11.28,1150.0,113926776.0,0.0608695652173913
2014-02-28,CEDO3,11.28,0.0,113282842.0,0.0608695652173913
2014-03-31,CEDO3,11.0,2200.0,110000000.0,0.05454545454545456
2014-04-30,CEDO3,11.2,0.0,109638907.0,0.05357142857142858
2014-05-31,CEDO3,11.4,0.0,110007607.0,0.052631578947368425
2014-06-30,CEDO3,11.4,0.0,107732372.0,0.052631578947368425
2014-07-31,CEDO3,11.4,0.0,107517727.0,0.052631578947368425
2014-08-31,CEDO3,12.99,0.0,114917793.0,0.04618937644341802
2014-09-30,CEDO3,12.99,0.0,119682908.0,0.04618937644341802
2014-10-31,CEDO3,12.99,0.0,119682908.0,0.04618937644341802
2014-11-30,CEDO3,10.07,0.0,96192459.0,0.019860973187686197
2014-12-31,CEDO3,8.4,840.0,89537836.0,0.023809523809523808
2015-01-31,CEDO3,9.0,0.0,93219672.0,0.022222222222222223
2015-02-28,CEDO3,9.0,0.0,93219672.0,0.022222222222222223
2015-03-31,CEDO3,9.0,0.0,91116153.0,0.0
2015-04-30,CEDO3,8.99,0.0,89900000.0,0.0
2015-05-31,CEDO3,8.99,0.0,89900000.0,0.0
2015-06-30,CEDO3,8.99,0.0,89900000.0,0.0
2015-07-31,CEDO3,8.0,0.0,84249967.0,0.0
2015-08-31,CEDO3,8.0,0.0,80000000.0,0.0
2015-09-30,CEDO3,8.0,0.0,80000000.0,0.0
2015-10-31,CEDO3,8.0,0.0,80000000.0,0.0
2015-11-30,CEDO3,8.0,0.0,79484852.0,0.0
2015-12-31,CEDO3,8.0,0.0,79484852.0,0.0
2016-01-31,CEDO3,8.0,0.0,77810623.0,0.0
2016-02-29,CEDO3,8.0,0.0,77810623.0,0.0
2016-03-31,CEDO3,8.0,0.0,71628853.0,0.0
2016-04-30,CEDO3,8.0,0.0,69353618.0,0.0
2016-05-31,CEDO3,8.0,0.0,70512700.0,0.0
2016-06-30,CEDO3,8.0,0.0,65404154.0,0.0
2016-07-31,CEDO3,8.0,0.0,63686995.0,0.0
2016-08-31,CEDO3,6.98,0.0,59110689.0,0.0
2016-09-30,CEDO3,6.98,0.0,57007170.0,0.0
2016-10-31,CEDO3,6.0,0.0,51371279.0,0.0
2016-11-30,CEDO3,6.0,0.0,47078383.0,0.0
2016-12-31,CEDO3,6.0,0.0,46477378.0,0.0
2017-01-31,CEDO3,5.7,0.0,49702077.0,0.0
2017-02-28,CEDO3,5.4,0.0,45113705.0,0.0
2017-03-31,CEDO3,5.0,0.0,43947017.0,0.0
2017-04-30,CEDO3,5.0,0.0,42358645.0,0.0
2017-05-31,CEDO3,6.0,0.0,48323323.0,0.0
2017-06-30,CEDO3,4.9,0.0,41272787.0,0.0
2017-07-31,CEDO3,6.0,600.0,52616219.0,0.0
2017-08-31,CEDO3,6.0,0.0,55020241.0,0.0
2017-09-30,CEDO3,5.01,0.0,47910623.0,0.0
2017-10-31,CEDO3,6.5,0.0,58560656.0,0.0
2017-11-30,CEDO3,7.0,0.0,62272787.0,0.0
2017-12-31,CEDO3,11.0,1100.0,92055695.0,0.0
2018-01-31,CEDO3,9.0,0.0,91502514.0,0.0
2018-02-28,CEDO3,9.5,950.0,91136394.0,0.0
2018-03-31,CEDO3,9.7,2874.0,93994973.0,0.0
2018-04-30,CEDO3,9.7,0.0,99103519.0,0.0
2018-05-31,CEDO3,9.0,0.0,91674229.0,0.0
2018-06-30,CEDO3,9.0,0.0,89141421.0,0.0
2018-07-31,CEDO3,9.0,0.0,87553049.0,0.0
2018-08-31,CEDO3,9.0,0.0,85664175.0,0.0
2018-09-30,CEDO3,6.47,647.0,70752983.0,0.0
2018-10-31,CEDO3,6.5,650.0,65000000.0,0.0
2018-11-30,CEDO3,6.8,0.0,67570710.0,0.0
2018-12-31,CEDO3,6.8,0.0,64565683.0,0.0
2019-01-31,CEDO3,6.0,0.0,61287869.0,0.0
2019-02-28,CEDO3,6.0,0.0,61631300.0,0.0
2019-03-31,CEDO3,6.0,0.0,60944437.0,0.0
2019-04-30,CEDO3,6.0,0.0,60000000.0,0.0
2019-05-31,CEDO3,5.5,550.0,55000000.0,0.0
2019-06-30,CEDO3,6.0,0.0,57338404.0,0.0
2019-07-31,CEDO3,5.5,0.0,59249967.0,0.0
2019-08-31,CEDO3,9.2,5560.0,88994973.0,0.0
2019-09-30,CEDO3,9.6,0.0,93853552.0,0.0
2019-10-31,CEDO3,9.0,0.0,88325771.0,0.0
